bet_category,last_update,game_time,home_team,away_team,player,point,Odds,best_over_price,best_over_bookmaker,best_under_price,best_under_bookmaker,pct_under,bookmaker_pct
player_rush_or_rec_tds,9/30/2024 13:12,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Alec Ingold,0.5,"[{""over_under"": ""Over"", ""price"": 1100, ""Bookmaker"": ""williamhill_us""}, {""over_under"": ""Over"", ""price"": 1800, ""Bookmaker"": ""fanduel""}, {""over_under"": ""Over"", ""price"": 2000, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Over"", ""price"": 1400, ""Bookmaker"": ""betonlineag""}, {""over_under"": ""Over"", ""price"": 1800, ""Bookmaker"": ""betmgm""}]",2000,betrivers,0,,0.922380952,0.03
player_rush_or_rec_tds,9/30/2024 13:12,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Alec Ingold,1.5,"[{""over_under"": ""Over"", ""price"": 22500, ""Bookmaker"": ""betrivers""}]",22500,betrivers,0,,0.965575221,0.03
player_rush_or_rec_tds,9/30/2024 13:12,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Amani Hooker,0.5,"[{""over_under"": ""Over"", ""price"": 3000, ""Bookmaker"": ""williamhill_us""}]",3000,williamhill_us,0,,0.937741935,0.03
player_rush_or_rec_tds,9/30/2024 13:12,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Anthony Walker Jr.,0.5,"[{""over_under"": ""Over"", ""price"": 4000, ""Bookmaker"": ""williamhill_us""}]",4000,williamhill_us,0,,0.945609756,0.03
player_rush_or_rec_tds,9/30/2024 13:12,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Arden Key,0.5,"[{""over_under"": ""Over"", ""price"": 4500, ""Bookmaker"": ""williamhill_us""}]",4500,williamhill_us,0,,0.94826087,0.03
player_reception_yds,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Braxton Berrios,2.5,"[{""over_under"": ""Over"", ""price"": -115, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Under"", ""price"": -115, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Over"", ""price"": -110, ""Bookmaker"": ""betmgm""}, {""over_under"": ""Under"", ""price"": -120, ""Bookmaker"": ""betmgm""}, {""over_under"": ""Over"", ""price"": -115, ""Bookmaker"": ""bovada""}, {""over_under"": ""Under"", ""price"": -115, ""Bookmaker"": ""bovada""}]",-110,betmgm,-115,draftkings,0.505537099,0.029346622
player_reception_yds,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Braxton Berrios,24.5,"[{""over_under"": ""Over"", ""price"": 600, ""Bookmaker"": ""draftkings""}]",600,draftkings,0,,0.827142857,0.03
player_receptions,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Braxton Berrios,0.5,"[{""over_under"": ""Over"", ""price"": -135, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Under"", ""price"": 105, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Over"", ""price"": -139, ""Bookmaker"": ""williamhill_us""}, {""over_under"": ""Under"", ""price"": 102, ""Bookmaker"": ""williamhill_us""}, {""over_under"": ""Over"", ""price"": -135, ""Bookmaker"": ""betmgm""}, {""over_under"": ""Under"", ""price"": 100, ""Bookmaker"": ""betmgm""}, {""over_under"": ""Over"", ""price"": -135, ""Bookmaker"": ""bovada""}, {""over_under"": ""Under"", ""price"": 105, ""Bookmaker"": ""bovada""}]",-135,draftkings,105,draftkings,0.456668396,0.031136482
player_rush_or_rec_tds,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Braxton Berrios,0.5,"[{""over_under"": ""Over"", ""price"": 900, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Over"", ""price"": 850, ""Bookmaker"": ""williamhill_us""}, {""over_under"": ""Over"", ""price"": 1200, ""Bookmaker"": ""fanduel""}, {""over_under"": ""Over"", ""price"": 1000, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Over"", ""price"": 900, ""Bookmaker"": ""betonlineag""}, {""over_under"": ""Over"", ""price"": 1100, ""Bookmaker"": ""betmgm""}, {""over_under"": ""Over"", ""price"": 900, ""Bookmaker"": ""bovada""}]",1200,fanduel,0,,0.893076923,0.03
player_rush_or_rec_tds,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Braxton Berrios,1.5,"[{""over_under"": ""Over"", ""price"": 9000, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Over"", ""price"": 12000, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Over"", ""price"": 10000, ""Bookmaker"": ""betmgm""}]",12000,betrivers,0,,0.961735537,0.03
player_rush_or_rec_tds,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Braxton Berrios,2.5,"[{""over_under"": ""Over"", ""price"": 20000, ""Bookmaker"": ""draftkings""}]",20000,draftkings,0,,0.965024876,0.03
player_rush_or_rec_tds,9/30/2024 13:12,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Calais Campbell,0.5,"[{""over_under"": ""Over"", ""price"": 4500, ""Bookmaker"": ""williamhill_us""}]",4500,williamhill_us,0,,0.94826087,0.03
player_reception_yds,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Calvin Ridley,24.5,"[{""over_under"": ""Over"", ""price"": -425, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Over"", ""price"": -320, ""Bookmaker"": ""fanduel""}, {""over_under"": ""Over"", ""price"": -385, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Under"", ""price"": 250, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Over"", ""price"": -350, ""Bookmaker"": ""betmgm""}]",-320,fanduel,250,betrivers,0.261904762,0.023809524
player_reception_yds,9/30/2024 13:12,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Calvin Ridley,29.5,"[{""over_under"": ""Over"", ""price"": -265, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Under"", ""price"": 185, ""Bookmaker"": ""betrivers""}]",-265,betrivers,185,betrivers,0.312424898,0.038452295
player_reception_yds,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Calvin Ridley,30.5,"[{""over_under"": ""Over"", ""price"": -255, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Under"", ""price"": 195, ""Bookmaker"": ""draftkings""}]",-255,draftkings,195,draftkings,0.310336596,0.028646455
player_reception_yds,9/30/2024 13:12,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Calvin Ridley,34.5,"[{""over_under"": ""Over"", ""price"": -190, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Under"", ""price"": 140, ""Bookmaker"": ""betrivers""}]",-190,betrivers,140,betrivers,0.380747126,0.03591954
player_reception_yds,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Calvin Ridley,35.5,"[{""over_under"": ""Over"", ""price"": -175, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Under"", ""price"": 140, ""Bookmaker"": ""draftkings""}]",-175,draftkings,140,draftkings,0.390151515,0.026515152
player_reception_yds,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Calvin Ridley,39.5,"[{""over_under"": ""Over"", ""price"": -140, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Over"", ""price"": -140, ""Bookmaker"": ""fanduel""}, {""over_under"": ""Over"", ""price"": -139, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Under"", ""price"": 108, ""Bookmaker"": ""betrivers""}]",-139,betrivers,108,betrivers,0.449589636,0.031179594
player_reception_yds,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Calvin Ridley,40.5,"[{""over_under"": ""Over"", ""price"": -115, ""Bookmaker"": ""betmgm""}, {""over_under"": ""Under"", ""price"": -115, ""Bookmaker"": ""betmgm""}, {""over_under"": ""Over"", ""price"": -130, ""Bookmaker"": ""bovada""}, {""over_under"": ""Under"", ""price"": 100, ""Bookmaker"": ""bovada""}]",-115,betmgm,100,bovada,0.48255814,0.01744186
player_reception_yds,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Calvin Ridley,42.5,"[{""over_under"": ""Over"", ""price"": -120, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Under"", ""price"": -110, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Over"", ""price"": -125, ""Bookmaker"": ""williamhill_us""}, {""over_under"": ""Under"", ""price"": -109, ""Bookmaker"": ""williamhill_us""}, {""over_under"": ""Under"", ""price"": -108, ""Bookmaker"": ""betonlineag""}, {""over_under"": ""Over"", ""price"": -120, ""Bookmaker"": ""betonlineag""}]",-120,draftkings,-108,betonlineag,0.486888112,0.032342657
player_reception_yds,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Calvin Ridley,43.5,"[{""over_under"": ""Over"", ""price"": -110, ""Bookmaker"": ""fanduel""}, {""over_under"": ""Under"", ""price"": -110, ""Bookmaker"": ""fanduel""}, {""over_under"": ""Over"", ""price"": -112, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Under"", ""price"": -117, ""Bookmaker"": ""betrivers""}]",-110,fanduel,-110,fanduel,0.5,0.023809524
player_reception_yds,9/30/2024 13:12,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Calvin Ridley,44.5,"[{""over_under"": ""Over"", ""price"": -106, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Under"", ""price"": -122, ""Bookmaker"": ""betrivers""}]",-106,betrivers,-122,betrivers,0.517493221,0.032056328
player_reception_yds,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Calvin Ridley,49.5,"[{""over_under"": ""Over"", ""price"": 125, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Over"", ""price"": 116, ""Bookmaker"": ""fanduel""}, {""over_under"": ""Over"", ""price"": 123, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Under"", ""price"": -162, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Over"", ""price"": 120, ""Bookmaker"": ""betmgm""}]",125,draftkings,-162,betrivers,0.586938083,0.031382528
player_reception_yds,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Calvin Ridley,50.5,"[{""over_under"": ""Over"", ""price"": 130, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Under"", ""price"": -170, ""Bookmaker"": ""draftkings""}]",130,draftkings,-170,draftkings,0.59742351,0.032206119
player_reception_yds,9/30/2024 13:12,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Calvin Ridley,54.5,"[{""over_under"": ""Over"", ""price"": 150, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Under"", ""price"": -210, ""Bookmaker"": ""betrivers""}]",150,betrivers,-210,betrivers,0.638709677,0.038709677
player_reception_yds,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Calvin Ridley,55.5,"[{""over_under"": ""Over"", ""price"": 170, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Under"", ""price"": -220, ""Bookmaker"": ""draftkings""}]",170,draftkings,-220,draftkings,0.658564815,0.028935185
player_reception_yds,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Calvin Ridley,59.5,"[{""over_under"": ""Over"", ""price"": 205, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Over"", ""price"": 172, ""Bookmaker"": ""fanduel""}, {""over_under"": ""Over"", ""price"": 190, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Under"", ""price"": -275, ""Bookmaker"": ""betrivers""}]",205,draftkings,-275,betrivers,0.70273224,0.030601093
player_reception_yds,9/30/2024 13:12,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Calvin Ridley,64.5,"[{""over_under"": ""Over"", ""price"": 240, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Under"", ""price"": -360, ""Bookmaker"": ""betrivers""}]",240,betrivers,-360,betrivers,0.744245524,0.038363171
player_reception_yds,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Calvin Ridley,69.5,"[{""over_under"": ""Over"", ""price"": 320, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Over"", ""price"": 250, ""Bookmaker"": ""fanduel""}, {""over_under"": ""Over"", ""price"": 295, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Under"", ""price"": -480, ""Bookmaker"": ""betrivers""}]",320,draftkings,-480,betrivers,0.794745484,0.032840722
player_reception_yds,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Calvin Ridley,74.5,"[{""over_under"": ""Over"", ""price"": 333, ""Bookmaker"": ""betmgm""}]",333,betmgm,0,,0.739053118,0.03
player_reception_yds,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Calvin Ridley,79.5,"[{""over_under"": ""Over"", ""price"": 475, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Over"", ""price"": 360, ""Bookmaker"": ""fanduel""}]",475,draftkings,0,,0.796086957,0.03
player_reception_yds,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Calvin Ridley,89.5,"[{""over_under"": ""Over"", ""price"": 700, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Over"", ""price"": 520, ""Bookmaker"": ""fanduel""}]",700,draftkings,0,,0.845,0.03
player_reception_yds,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Calvin Ridley,99.5,"[{""over_under"": ""Over"", ""price"": 1000, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Over"", ""price"": 760, ""Bookmaker"": ""fanduel""}, {""over_under"": ""Over"", ""price"": 675, ""Bookmaker"": ""betmgm""}]",1000,draftkings,0,,0.879090909,0.03
player_reception_yds,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Calvin Ridley,109.5,"[{""over_under"": ""Over"", ""price"": 1040, ""Bookmaker"": ""fanduel""}]",1040,fanduel,0,,0.882280702,0.03
player_reception_yds,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Calvin Ridley,124.5,"[{""over_under"": ""Over"", ""price"": 1500, ""Bookmaker"": ""fanduel""}]",1500,fanduel,0,,0.9075,0.03
player_receptions,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Calvin Ridley,1.5,"[{""over_under"": ""Over"", ""price"": -750, ""Bookmaker"": ""fanduel""}]",-750,fanduel,0,,0.087647059,0.03
player_receptions,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Calvin Ridley,2.5,"[{""over_under"": ""Over"", ""price"": -235, ""Bookmaker"": ""fanduel""}, {""over_under"": ""Over"", ""price"": -245, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Under"", ""price"": 180, ""Bookmaker"": ""betrivers""}]",-235,fanduel,180,betrivers,0.32782516,0.029317697
player_receptions,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Calvin Ridley,3.5,"[{""over_under"": ""Over"", ""price"": 105, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Under"", ""price"": -135, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Over"", ""price"": 102, ""Bookmaker"": ""williamhill_us""}, {""over_under"": ""Under"", ""price"": -139, ""Bookmaker"": ""williamhill_us""}, {""over_under"": ""Over"", ""price"": 108, ""Bookmaker"": ""fanduel""}, {""over_under"": ""Under"", ""price"": -140, ""Bookmaker"": ""fanduel""}, {""over_under"": ""Over"", ""price"": 102, ""Bookmaker"": ""fanduel""}, {""over_under"": ""Over"", ""price"": 105, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Under"", ""price"": -136, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Under"", ""price"": -137, ""Bookmaker"": ""betonlineag""}, {""over_under"": ""Over"", ""price"": 106, ""Bookmaker"": ""betonlineag""}, {""over_under"": ""Over"", ""price"": 105, ""Bookmaker"": ""betmgm""}, {""over_under"": ""Under"", ""price"": -140, ""Bookmaker"": ""betmgm""}, {""over_under"": ""Over"", ""price"": 105, ""Bookmaker"": ""bovada""}, {""over_under"": ""Under"", ""price"": -135, ""Bookmaker"": ""bovada""}]",108,fanduel,-135,draftkings,0.546849427,0.027618658
player_receptions,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Calvin Ridley,4.5,"[{""over_under"": ""Over"", ""price"": 210, ""Bookmaker"": ""fanduel""}, {""over_under"": ""Over"", ""price"": 235, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Under"", ""price"": -335, ""Bookmaker"": ""betrivers""}]",235,betrivers,-335,betrivers,0.73580374,0.034311203
player_receptions,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Calvin Ridley,5.5,"[{""over_under"": ""Over"", ""price"": 400, ""Bookmaker"": ""fanduel""}]",400,fanduel,0,,0.77,0.03
player_receptions,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Calvin Ridley,6.5,"[{""over_under"": ""Over"", ""price"": 700, ""Bookmaker"": ""fanduel""}]",700,fanduel,0,,0.845,0.03
player_rush_or_rec_tds,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Calvin Ridley,0.5,"[{""over_under"": ""Over"", ""price"": 265, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Over"", ""price"": 260, ""Bookmaker"": ""williamhill_us""}, {""over_under"": ""Over"", ""price"": 280, ""Bookmaker"": ""fanduel""}, {""over_under"": ""Over"", ""price"": 188, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Over"", ""price"": 260, ""Bookmaker"": ""betonlineag""}, {""over_under"": ""Over"", ""price"": 275, ""Bookmaker"": ""betmgm""}, {""over_under"": ""Over"", ""price"": 265, ""Bookmaker"": ""bovada""}]",280,fanduel,0,,0.706842105,0.03
player_rush_or_rec_tds,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Calvin Ridley,1.5,"[{""over_under"": ""Over"", ""price"": 2500, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Over"", ""price"": 2900, ""Bookmaker"": ""fanduel""}, {""over_under"": ""Over"", ""price"": 1700, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Over"", ""price"": 2500, ""Bookmaker"": ""betmgm""}]",2900,fanduel,0,,0.936666667,0.03
player_rush_or_rec_tds,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Calvin Ridley,2.5,"[{""over_under"": ""Over"", ""price"": 12000, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Over"", ""price"": 10000, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Over"", ""price"": 12500, ""Bookmaker"": ""betmgm""}]",12500,betmgm,0,,0.962063492,0.03
player_reception_yds,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Chigoziem Okonkwo,16.5,"[{""over_under"": ""Over"", ""price"": -120, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Under"", ""price"": -110, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Over"", ""price"": -113, ""Bookmaker"": ""williamhill_us""}, {""over_under"": ""Under"", ""price"": -121, ""Bookmaker"": ""williamhill_us""}, {""over_under"": ""Over"", ""price"": -110, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Under"", ""price"": -117, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Over"", ""price"": -118, ""Bookmaker"": ""betonlineag""}, {""over_under"": ""Under"", ""price"": -110, ""Bookmaker"": ""betonlineag""}, {""over_under"": ""Over"", ""price"": -115, ""Bookmaker"": ""betmgm""}, {""over_under"": ""Under"", ""price"": -115, ""Bookmaker"": ""betmgm""}, {""over_under"": ""Over"", ""price"": -115, ""Bookmaker"": ""bovada""}, {""over_under"": ""Under"", ""price"": -115, ""Bookmaker"": ""bovada""}]",-110,betrivers,-110,draftkings,0.5,0.023809524
player_reception_yds,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Chigoziem Okonkwo,17.5,"[{""over_under"": ""Over"", ""price"": -110, ""Bookmaker"": ""fanduel""}, {""over_under"": ""Under"", ""price"": -110, ""Bookmaker"": ""fanduel""}]",-110,fanduel,-110,fanduel,0.5,0.023809524
player_reception_yds,9/30/2024 13:12,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Chigoziem Okonkwo,19.5,"[{""over_under"": ""Over"", ""price"": 118, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Under"", ""price"": -155, ""Bookmaker"": ""betrivers""}]",118,betrivers,-155,betrivers,0.57456377,0.033279367
player_reception_yds,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Chigoziem Okonkwo,24.5,"[{""over_under"": ""Over"", ""price"": 160, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Over"", ""price"": 154, ""Bookmaker"": ""fanduel""}, {""over_under"": ""Over"", ""price"": 175, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Under"", ""price"": -245, ""Bookmaker"": ""betrivers""}]",175,betrivers,-245,betrivers,0.673254282,0.036890646
player_reception_yds,9/30/2024 13:12,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Chigoziem Okonkwo,29.5,"[{""over_under"": ""Over"", ""price"": 250, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Under"", ""price"": -385, ""Bookmaker"": ""betrivers""}]",250,betrivers,-385,betrivers,0.754050074,0.039764359
player_reception_yds,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Chigoziem Okonkwo,39.5,"[{""over_under"": ""Over"", ""price"": 425, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Over"", ""price"": 410, ""Bookmaker"": ""fanduel""}]",425,draftkings,0,,0.77952381,0.03
player_reception_yds,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Chigoziem Okonkwo,49.5,"[{""over_under"": ""Over"", ""price"": 800, ""Bookmaker"": ""draftkings""}]",800,draftkings,0,,0.858888889,0.03
player_receptions,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Chigoziem Okonkwo,0.5,"[{""over_under"": ""Over"", ""price"": -1000, ""Bookmaker"": ""fanduel""}]",-1000,fanduel,0,,0.060909091,0.03
player_receptions,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Chigoziem Okonkwo,1.5,"[{""over_under"": ""Over"", ""price"": -210, ""Bookmaker"": ""fanduel""}, {""over_under"": ""Over"", ""price"": -210, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Under"", ""price"": 155, ""Bookmaker"": ""betrivers""}]",-210,fanduel,155,betrivers,0.357368754,0.034788109
player_receptions,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Chigoziem Okonkwo,2.5,"[{""over_under"": ""Over"", ""price"": 145, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Under"", ""price"": -190, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Over"", ""price"": 136, ""Bookmaker"": ""williamhill_us""}, {""over_under"": ""Under"", ""price"": -189, ""Bookmaker"": ""williamhill_us""}, {""over_under"": ""Over"", ""price"": 146, ""Bookmaker"": ""fanduel""}, {""over_under"": ""Under"", ""price"": -192, ""Bookmaker"": ""fanduel""}, {""over_under"": ""Over"", ""price"": 134, ""Bookmaker"": ""fanduel""}, {""over_under"": ""Over"", ""price"": 155, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Under"", ""price"": -210, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Under"", ""price"": -185, ""Bookmaker"": ""betonlineag""}, {""over_under"": ""Over"", ""price"": 141, ""Bookmaker"": ""betonlineag""}, {""over_under"": ""Over"", ""price"": 145, ""Bookmaker"": ""betmgm""}, {""over_under"": ""Under"", ""price"": -200, ""Bookmaker"": ""betmgm""}, {""over_under"": ""Over"", ""price"": 150, ""Bookmaker"": ""bovada""}, {""over_under"": ""Under"", ""price"": -200, ""Bookmaker"": ""bovada""}]",155,betrivers,-185,betonlineag,0.628482972,0.020639835
player_receptions,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Chigoziem Okonkwo,3.5,"[{""over_under"": ""Over"", ""price"": 300, ""Bookmaker"": ""fanduel""}]",300,fanduel,0,,0.72,0.03
player_receptions,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Chigoziem Okonkwo,4.5,"[{""over_under"": ""Over"", ""price"": 580, ""Bookmaker"": ""fanduel""}]",580,fanduel,0,,0.822941176,0.03
player_rush_or_rec_tds,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Chigoziem Okonkwo,0.5,"[{""over_under"": ""Over"", ""price"": 380, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Over"", ""price"": 550, ""Bookmaker"": ""williamhill_us""}, {""over_under"": ""Over"", ""price"": 650, ""Bookmaker"": ""fanduel""}, {""over_under"": ""Over"", ""price"": 440, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Over"", ""price"": 550, ""Bookmaker"": ""betonlineag""}, {""over_under"": ""Over"", ""price"": 550, ""Bookmaker"": ""betmgm""}, {""over_under"": ""Over"", ""price"": 380, ""Bookmaker"": ""bovada""}]",650,fanduel,0,,0.836666667,0.03
player_rush_or_rec_tds,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Chigoziem Okonkwo,1.5,"[{""over_under"": ""Over"", ""price"": 3500, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Over"", ""price"": 10000, ""Bookmaker"": ""fanduel""}, {""over_under"": ""Over"", ""price"": 5000, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Over"", ""price"": 5000, ""Bookmaker"": ""betmgm""}]",10000,fanduel,0,,0.96009901,0.03
player_rush_or_rec_tds,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Chigoziem Okonkwo,2.5,"[{""over_under"": ""Over"", ""price"": 18000, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Over"", ""price"": 20000, ""Bookmaker"": ""betrivers""}]",20000,betrivers,0,,0.965024876,0.03
player_rush_or_rec_tds,9/30/2024 13:12,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Da'Shawn Hand,0.5,"[{""over_under"": ""Over"", ""price"": 4500, ""Bookmaker"": ""williamhill_us""}]",4500,williamhill_us,0,,0.94826087,0.03
player_rush_or_rec_tds,9/30/2024 13:12,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,David Martin-Robinson,0.5,"[{""over_under"": ""Over"", ""price"": 3400, ""Bookmaker"": ""betonlineag""}]",3400,betonlineag,0,,0.941428571,0.03
player_reception_yds,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,De'Von Achane,15.5,"[{""over_under"": ""Over"", ""price"": -280, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Under"", ""price"": 215, ""Bookmaker"": ""draftkings""}]",-280,draftkings,215,draftkings,0.290309106,0.027151211
player_reception_yds,9/30/2024 13:12,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,De'Von Achane,19.5,"[{""over_under"": ""Over"", ""price"": -225, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Under"", ""price"": 160, ""Bookmaker"": ""betrivers""}]",-225,betrivers,160,betrivers,0.346153846,0.038461538
