bet_category,last_update,game_time,home_team,away_team,player,point,Odds,best_over_price,best_over_bookmaker,best_under_price,best_under_bookmaker,pct_under,bookmaker_pct
player_rush_yds,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Tony Pollard,52.5,"[{""over_under"": ""Over"", ""price"": -115, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Under"", ""price"": -115, ""Bookmaker"": ""draftkings""}]",-115,draftkings,-115,draftkings,0.5,0.034883721
player_rush_yds,9/30/2024 13:12,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Tony Pollard,54.5,"[{""over_under"": ""Over"", ""price"": 108, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Under"", ""price"": -141, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Over"", ""price"": -114, ""Bookmaker"": ""betonlineag""}, {""over_under"": ""Under"", ""price"": -114, ""Bookmaker"": ""betonlineag""}]",108,betrivers,-114,betonlineag,0.525970525,0.006739756
player_rush_yds,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Tony Pollard,55.5,"[{""over_under"": ""Over"", ""price"": 110, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Under"", ""price"": -140, ""Bookmaker"": ""draftkings""}]",110,draftkings,-140,draftkings,0.553571429,0.029761905
player_rush_yds,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Tony Pollard,59.5,"[{""over_under"": ""Over"", ""price"": 135, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Over"", ""price"": 136, ""Bookmaker"": ""fanduel""}, {""over_under"": ""Over"", ""price"": 145, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Under"", ""price"": -195, ""Bookmaker"": ""betrivers""}]",145,betrivers,-195,betrivers,0.626426842,0.034590107
player_rush_yds,9/30/2024 13:12,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Tony Pollard,64.5,"[{""over_under"": ""Over"", ""price"": 190, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Under"", ""price"": -275, ""Bookmaker"": ""betrivers""}]",190,betrivers,-275,betrivers,0.694252874,0.03908046
player_rush_yds,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Tony Pollard,65.5,"[{""over_under"": ""Over"", ""price"": 185, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Under"", ""price"": -240, ""Bookmaker"": ""draftkings""}]",185,draftkings,-240,draftkings,0.67750258,0.028379773
player_rush_yds,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Tony Pollard,69.5,"[{""over_under"": ""Over"", ""price"": 230, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Over"", ""price"": 210, ""Bookmaker"": ""fanduel""}, {""over_under"": ""Over"", ""price"": 250, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Under"", ""price"": -385, ""Bookmaker"": ""betrivers""}]",250,betrivers,-385,betrivers,0.754050074,0.039764359
player_rush_yds,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Tony Pollard,74.5,"[{""over_under"": ""Over"", ""price"": 275, ""Bookmaker"": ""betmgm""}]",275,betmgm,0,,0.703333333,0.03
player_rush_yds,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Tony Pollard,79.5,"[{""over_under"": ""Over"", ""price"": 380, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Over"", ""price"": 310, ""Bookmaker"": ""fanduel""}]",380,draftkings,0,,0.761666667,0.03
player_rush_yds,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Tony Pollard,89.5,"[{""over_under"": ""Over"", ""price"": 600, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Over"", ""price"": 440, ""Bookmaker"": ""fanduel""}]",600,draftkings,0,,0.827142857,0.03
player_rush_yds,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Tony Pollard,99.5,"[{""over_under"": ""Over"", ""price"": 900, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Over"", ""price"": 680, ""Bookmaker"": ""fanduel""}, {""over_under"": ""Over"", ""price"": 625, ""Bookmaker"": ""betmgm""}]",900,draftkings,0,,0.87,0.03
player_rush_yds,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Tony Pollard,109.5,"[{""over_under"": ""Over"", ""price"": 920, ""Bookmaker"": ""fanduel""}]",920,fanduel,0,,0.871960784,0.03
player_rush_yds,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Tony Pollard,124.5,"[{""over_under"": ""Over"", ""price"": 1300, ""Bookmaker"": ""fanduel""}]",1300,fanduel,0,,0.898571429,0.03
player_reception_yds,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Treylon Burks,6.5,"[{""over_under"": ""Over"", ""price"": -115, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Under"", ""price"": -115, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Over"", ""price"": -117, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Under"", ""price"": -112, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Over"", ""price"": -116, ""Bookmaker"": ""betonlineag""}, {""over_under"": ""Under"", ""price"": -111, ""Bookmaker"": ""betonlineag""}, {""over_under"": ""Over"", ""price"": -120, ""Bookmaker"": ""betmgm""}, {""over_under"": ""Under"", ""price"": -110, ""Bookmaker"": ""betmgm""}, {""over_under"": ""Over"", ""price"": -115, ""Bookmaker"": ""bovada""}, {""over_under"": ""Under"", ""price"": -115, ""Bookmaker"": ""bovada""}]",-115,draftkings,-110,betmgm,0.494462901,0.029346622
player_rush_or_rec_tds,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Treylon Burks,0.5,"[{""over_under"": ""Over"", ""price"": 650, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Over"", ""price"": 850, ""Bookmaker"": ""williamhill_us""}, {""over_under"": ""Over"", ""price"": 950, ""Bookmaker"": ""fanduel""}, {""over_under"": ""Over"", ""price"": 900, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Over"", ""price"": 800, ""Bookmaker"": ""betonlineag""}, {""over_under"": ""Over"", ""price"": 900, ""Bookmaker"": ""betmgm""}, {""over_under"": ""Over"", ""price"": 650, ""Bookmaker"": ""bovada""}]",950,fanduel,0,,0.874761905,0.03
player_rush_or_rec_tds,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Treylon Burks,1.5,"[{""over_under"": ""Over"", ""price"": 8000, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Over"", ""price"": 11000, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Over"", ""price"": 12500, ""Bookmaker"": ""betmgm""}]",12500,betmgm,0,,0.962063492,0.03
player_rush_or_rec_tds,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Treylon Burks,2.5,"[{""over_under"": ""Over"", ""price"": 25000, ""Bookmaker"": ""draftkings""}]",25000,draftkings,0,,0.966015936,0.03
player_reception_yds,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Tyjae Spears,11.5,"[{""over_under"": ""Over"", ""price"": -120, ""Bookmaker"": ""betmgm""}, {""over_under"": ""Under"", ""price"": -110, ""Bookmaker"": ""betmgm""}, {""over_under"": ""Over"", ""price"": -120, ""Bookmaker"": ""bovada""}, {""over_under"": ""Under"", ""price"": -110, ""Bookmaker"": ""bovada""}]",-120,betmgm,-110,betmgm,0.489177489,0.034632035
player_reception_yds,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Tyjae Spears,12.5,"[{""over_under"": ""Over"", ""price"": -120, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Under"", ""price"": -110, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Over"", ""price"": -123, ""Bookmaker"": ""williamhill_us""}, {""over_under"": ""Under"", ""price"": -111, ""Bookmaker"": ""williamhill_us""}, {""over_under"": ""Over"", ""price"": -110, ""Bookmaker"": ""fanduel""}, {""over_under"": ""Under"", ""price"": -110, ""Bookmaker"": ""fanduel""}, {""over_under"": ""Over"", ""price"": -110, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Under"", ""price"": -118, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Under"", ""price"": -110, ""Bookmaker"": ""betonlineag""}, {""over_under"": ""Over"", ""price"": -118, ""Bookmaker"": ""betonlineag""}]",-110,fanduel,-110,draftkings,0.5,0.023809524
player_reception_yds,9/30/2024 13:12,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Tyjae Spears,19.5,"[{""over_under"": ""Over"", ""price"": 188, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Under"", ""price"": -275, ""Bookmaker"": ""betrivers""}]",188,betrivers,-275,betrivers,0.693055556,0.040277778
player_reception_yds,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Tyjae Spears,24.5,"[{""over_under"": ""Over"", ""price"": 210, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Over"", ""price"": 300, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Under"", ""price"": -480, ""Bookmaker"": ""betrivers""}]",300,betrivers,-480,betrivers,0.788793103,0.038793103
player_reception_yds,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Tyjae Spears,39.5,"[{""over_under"": ""Over"", ""price"": 550, ""Bookmaker"": ""draftkings""}]",550,draftkings,0,,0.816153846,0.03
player_reception_yds,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Tyjae Spears,49.5,"[{""over_under"": ""Over"", ""price"": 1000, ""Bookmaker"": ""draftkings""}]",1000,draftkings,0,,0.879090909,0.03
player_receptions,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Tyjae Spears,0.5,"[{""over_under"": ""Over"", ""price"": -1100, ""Bookmaker"": ""fanduel""}]",-1100,fanduel,0,,0.053333333,0.03
player_receptions,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Tyjae Spears,1.5,"[{""over_under"": ""Over"", ""price"": -220, ""Bookmaker"": ""fanduel""}, {""over_under"": ""Over"", ""price"": -205, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Under"", ""price"": 155, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Over"", ""price"": -190, ""Bookmaker"": ""betmgm""}, {""over_under"": ""Under"", ""price"": 145, ""Bookmaker"": ""betmgm""}]",-190,betmgm,155,betrivers,0.368492224,0.023664638
player_receptions,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Tyjae Spears,2.5,"[{""over_under"": ""Over"", ""price"": 135, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Under"", ""price"": -175, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Over"", ""price"": 114, ""Bookmaker"": ""williamhill_us""}, {""over_under"": ""Under"", ""price"": -157, ""Bookmaker"": ""williamhill_us""}, {""over_under"": ""Over"", ""price"": 136, ""Bookmaker"": ""fanduel""}, {""over_under"": ""Under"", ""price"": -178, ""Bookmaker"": ""fanduel""}, {""over_under"": ""Over"", ""price"": 124, ""Bookmaker"": ""fanduel""}, {""over_under"": ""Over"", ""price"": 150, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Under"", ""price"": -200, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Over"", ""price"": 130, ""Bookmaker"": ""betonlineag""}, {""over_under"": ""Under"", ""price"": -169, ""Bookmaker"": ""betonlineag""}]",150,betrivers,-157,williamhill_us,0.605447471,0.005447471
player_receptions,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Tyjae Spears,3.5,"[{""over_under"": ""Over"", ""price"": 270, ""Bookmaker"": ""fanduel""}]",270,fanduel,0,,0.69972973,0.03
player_receptions,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Tyjae Spears,4.5,"[{""over_under"": ""Over"", ""price"": 520, ""Bookmaker"": ""fanduel""}]",520,fanduel,0,,0.808709677,0.03
player_receptions,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Tyjae Spears,5.5,"[{""over_under"": ""Over"", ""price"": 880, ""Bookmaker"": ""fanduel""}]",880,fanduel,0,,0.867959184,0.03
player_rush_or_rec_tds,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Tyjae Spears,0.5,"[{""over_under"": ""Over"", ""price"": 370, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Over"", ""price"": 250, ""Bookmaker"": ""williamhill_us""}, {""over_under"": ""Over"", ""price"": 390, ""Bookmaker"": ""fanduel""}, {""over_under"": ""Over"", ""price"": 290, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Over"", ""price"": 300, ""Bookmaker"": ""betonlineag""}, {""over_under"": ""Over"", ""price"": 350, ""Bookmaker"": ""betmgm""}, {""over_under"": ""Over"", ""price"": 370, ""Bookmaker"": ""bovada""}]",390,fanduel,0,,0.765918367,0.03
player_rush_or_rec_tds,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Tyjae Spears,1.5,"[{""over_under"": ""Over"", ""price"": 3500, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Over"", ""price"": 3400, ""Bookmaker"": ""fanduel""}, {""over_under"": ""Over"", ""price"": 2800, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Over"", ""price"": 2800, ""Bookmaker"": ""betmgm""}]",3500,draftkings,0,,0.942222222,0.03
player_rush_or_rec_tds,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Tyjae Spears,2.5,"[{""over_under"": ""Over"", ""price"": 13000, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Over"", ""price"": 13000, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Over"", ""price"": 15000, ""Bookmaker"": ""betmgm""}]",15000,betmgm,0,,0.963377483,0.03
player_rush_yds,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Tyjae Spears,15.5,"[{""over_under"": ""Over"", ""price"": -265, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Under"", ""price"": 205, ""Bookmaker"": ""draftkings""}]",-265,draftkings,205,draftkings,0.300920728,0.026948125
player_rush_yds,9/30/2024 13:12,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Tyjae Spears,19.5,"[{""over_under"": ""Over"", ""price"": -180, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Under"", ""price"": 133, ""Bookmaker"": ""betrivers""}]",-180,betrivers,133,betrivers,0.393163703,0.036020846
player_rush_yds,9/30/2024 13:12,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Tyjae Spears,22.5,"[{""over_under"": ""Over"", ""price"": -114, ""Bookmaker"": ""betonlineag""}, {""over_under"": ""Under"", ""price"": -114, ""Bookmaker"": ""betonlineag""}]",-114,betonlineag,-114,betonlineag,0.5,0.03271028
player_rush_yds,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Tyjae Spears,23.5,"[{""over_under"": ""Over"", ""price"": -120, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Under"", ""price"": -110, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Over"", ""price"": -117, ""Bookmaker"": ""williamhill_us""}, {""over_under"": ""Under"", ""price"": -117, ""Bookmaker"": ""williamhill_us""}, {""over_under"": ""Over"", ""price"": -110, ""Bookmaker"": ""fanduel""}, {""over_under"": ""Under"", ""price"": -110, ""Bookmaker"": ""fanduel""}, {""over_under"": ""Over"", ""price"": -120, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Under"", ""price"": -109, ""Bookmaker"": ""betrivers""}]",-110,fanduel,-109,betrivers,0.498860788,0.022670312
player_rush_yds,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Tyjae Spears,24.5,"[{""over_under"": ""Over"", ""price"": 100, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Over"", ""price"": -102, ""Bookmaker"": ""fanduel""}, {""over_under"": ""Over"", ""price"": -109, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Under"", ""price"": -120, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Over"", ""price"": -115, ""Bookmaker"": ""betmgm""}, {""over_under"": ""Under"", ""price"": -115, ""Bookmaker"": ""betmgm""}, {""over_under"": ""Over"", ""price"": -120, ""Bookmaker"": ""bovada""}, {""over_under"": ""Under"", ""price"": -110, ""Bookmaker"": ""bovada""}]",100,draftkings,-110,bovada,0.511904762,0.011904762
player_rush_yds,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Tyjae Spears,25.5,"[{""over_under"": ""Over"", ""price"": 110, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Under"", ""price"": -140, ""Bookmaker"": ""draftkings""}]",110,draftkings,-140,draftkings,0.553571429,0.029761905
player_rush_yds,9/30/2024 13:12,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Tyjae Spears,29.5,"[{""over_under"": ""Over"", ""price"": 138, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Under"", ""price"": -190, ""Bookmaker"": ""betrivers""}]",138,betrivers,-190,betrivers,0.617502173,0.037670241
player_rush_yds,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Tyjae Spears,30.5,"[{""over_under"": ""Over"", ""price"": 165, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Under"", ""price"": -210, ""Bookmaker"": ""draftkings""}]",165,draftkings,-210,draftkings,0.650030432,0.027388923
player_rush_yds,9/30/2024 13:12,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Tyjae Spears,34.5,"[{""over_under"": ""Over"", ""price"": 200, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Under"", ""price"": -295, ""Bookmaker"": ""betrivers""}]",200,betrivers,-295,betrivers,0.706751055,0.040084388
player_rush_yds,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Tyjae Spears,39.5,"[{""over_under"": ""Over"", ""price"": 300, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Over"", ""price"": 245, ""Bookmaker"": ""fanduel""}, {""over_under"": ""Over"", ""price"": 290, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Under"", ""price"": -455, ""Bookmaker"": ""betrivers""}]",300,draftkings,-455,betrivers,0.78490991,0.03490991
player_rush_yds,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Tyjae Spears,49.5,"[{""over_under"": ""Over"", ""price"": 550, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Over"", ""price"": 410, ""Bookmaker"": ""fanduel""}]",550,draftkings,0,,0.816153846,0.03
player_rush_yds,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Tyjae Spears,59.5,"[{""over_under"": ""Over"", ""price"": 1100, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Over"", ""price"": 630, ""Bookmaker"": ""fanduel""}]",1100,draftkings,0,,0.886666667,0.03
player_rush_yds,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Tyjae Spears,69.5,"[{""over_under"": ""Over"", ""price"": 980, ""Bookmaker"": ""fanduel""}]",980,fanduel,0,,0.877407407,0.03
player_rush_yds,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Tyjae Spears,79.5,"[{""over_under"": ""Over"", ""price"": 1260, ""Bookmaker"": ""fanduel""}]",1260,fanduel,0,,0.896470588,0.03
player_rush_yds,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Tyjae Spears,89.5,"[{""over_under"": ""Over"", ""price"": 1600, ""Bookmaker"": ""fanduel""}]",1600,fanduel,0,,0.911176471,0.03
player_reception_yds,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Tyler Boyd,15.5,"[{""over_under"": ""Over"", ""price"": -255, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Under"", ""price"": 195, ""Bookmaker"": ""draftkings""}]",-255,draftkings,195,draftkings,0.310336596,0.028646455
player_reception_yds,9/30/2024 13:12,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Tyler Boyd,19.5,"[{""over_under"": ""Over"", ""price"": -195, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Under"", ""price"": 143, ""Bookmaker"": ""betrivers""}]",-195,betrivers,143,betrivers,0.375252842,0.036269791
player_reception_yds,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Tyler Boyd,20.5,"[{""over_under"": ""Over"", ""price"": -160, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Under"", ""price"": 125, ""Bookmaker"": ""draftkings""}]",-160,draftkings,125,draftkings,0.414529915,0.02991453
player_reception_yds,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Tyler Boyd,24.5,"[{""over_under"": ""Over"", ""price"": -120, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Over"", ""price"": -110, ""Bookmaker"": ""fanduel""}, {""over_under"": ""Under"", ""price"": -110, ""Bookmaker"": ""fanduel""}, {""over_under"": ""Over"", ""price"": -112, ""Bookmaker"": ""fanduel""}, {""over_under"": ""Over"", ""price"": -129, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Under"", ""price"": 100, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Under"", ""price"": -115, ""Bookmaker"": ""betonlineag""}, {""over_under"": ""Over"", ""price"": -112, ""Bookmaker"": ""betonlineag""}, {""over_under"": ""Over"", ""price"": -160, ""Bookmaker"": ""betmgm""}]",-110,fanduel,100,betrivers,0.488095238,0.011904762
player_reception_yds,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Tyler Boyd,25.5,"[{""over_under"": ""Over"", ""price"": -115, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Under"", ""price"": -115, ""Bookmaker"": ""draftkings""}]",-115,draftkings,-115,draftkings,0.5,0.034883721
player_reception_yds,9/30/2024 13:12,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Tyler Boyd,26.5,"[{""over_under"": ""Over"", ""price"": -121, ""Bookmaker"": ""williamhill_us""}, {""over_under"": ""Under"", ""price"": -113, ""Bookmaker"": ""williamhill_us""}, {""over_under"": ""Over"", ""price"": -110, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Under"", ""price"": -118, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Over"", ""price"": -110, ""Bookmaker"": ""betmgm""}, {""over_under"": ""Under"", ""price"": -120, ""Bookmaker"": ""betmgm""}, {""over_under"": ""Over"", ""price"": -115, ""Bookmaker"": ""bovada""}, {""over_under"": ""Under"", ""price"": -115, ""Bookmaker"": ""bovada""}]",-110,betrivers,-113,williamhill_us,0.503353454,0.027162978
player_reception_yds,9/30/2024 13:12,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Tyler Boyd,29.5,"[{""over_under"": ""Over"", ""price"": 112, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Under"", ""price"": -148, ""Bookmaker"": ""betrivers""}]",112,betrivers,-148,betrivers,0.56253804,0.034236153
player_reception_yds,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Tyler Boyd,30.5,"[{""over_under"": ""Over"", ""price"": 125, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Under"", ""price"": -160, ""Bookmaker"": ""draftkings""}]",125,draftkings,-160,draftkings,0.585470085,0.02991453
player_reception_yds,9/30/2024 13:12,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Tyler Boyd,34.5,"[{""over_under"": ""Over"", ""price"": 150, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Under"", ""price"": -210, ""Bookmaker"": ""betrivers""}]",150,betrivers,-210,betrivers,0.638709677,0.038709677
player_reception_yds,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Tyler Boyd,35.5,"[{""over_under"": ""Over"", ""price"": 175, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Under"", ""price"": -220, ""Bookmaker"": ""draftkings""}]",175,draftkings,-220,draftkings,0.661931818,0.025568182
player_reception_yds,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Tyler Boyd,39.5,"[{""over_under"": ""Over"", ""price"": 220, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Over"", ""price"": 225, ""Bookmaker"": ""fanduel""}, {""over_under"": ""Over"", ""price"": 205, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Under"", ""price"": -295, ""Bookmaker"": ""betrivers""}]",225,fanduel,-295,betrivers,0.719571568,0.027263875
player_reception_yds,9/30/2024 13:12,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Tyler Boyd,44.5,"[{""over_under"": ""Over"", ""price"": 275, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Under"", ""price"": -420, ""Bookmaker"": ""betrivers""}]",275,betrivers,-420,betrivers,0.770512821,0.037179487
player_reception_yds,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Tyler Boyd,49.5,"[{""over_under"": ""Over"", ""price"": 380, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Over"", ""price"": 370, ""Bookmaker"": ""fanduel""}, {""over_under"": ""Over"", ""price"": 325, ""Bookmaker"": ""betmgm""}]",380,draftkings,0,,0.761666667,0.03
player_reception_yds,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Tyler Boyd,59.5,"[{""over_under"": ""Over"", ""price"": 600, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Over"", ""price"": 590, ""Bookmaker"": ""fanduel""}]",600,draftkings,0,,0.827142857,0.03
player_reception_yds,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Tyler Boyd,69.5,"[{""over_under"": ""Over"", ""price"": 1000, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Over"", ""price"": 980, ""Bookmaker"": ""fanduel""}]",1000,draftkings,0,,0.879090909,0.03
player_reception_yds,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Tyler Boyd,74.5,"[{""over_under"": ""Over"", ""price"": 825, ""Bookmaker"": ""betmgm""}]",825,betmgm,0,,0.861891892,0.03
player_reception_yds,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Tyler Boyd,79.5,"[{""over_under"": ""Over"", ""price"": 1300, ""Bookmaker"": ""fanduel""}]",1300,fanduel,0,,0.898571429,0.03
player_receptions,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Tyler Boyd,1.5,"[{""over_under"": ""Over"", ""price"": -340, ""Bookmaker"": ""fanduel""}, {""over_under"": ""Over"", ""price"": -400, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Under"", ""price"": 270, ""Bookmaker"": ""betrivers""}]",-340,fanduel,270,betrivers,0.248771499,0.021498771
